"","epci","commune","numero_d_immatriculation","date_d_immatriculation","date_de_la_derniere_maj","type_de_syndic_benevole_professionnel_non_connu","identification_du_representant_legal_raison_sociale_et_le_numer","raison_sociale_du_representant_legal","siret_du_representant_legal","code_ape","commune_du_representant_legal","mandat_en_cours_dans_la_copropriete","date_de_fin_du_dernier_mandat","nom_d_usage_de_la_copropriete","adresse_de_reference","numero_et_voie_adresse_de_reference","code_postal_adresse_de_reference","commune_adresse_de_reference","adresse_complementaire_1","adresse_complementaire_2","adresse_complementaire_3","nombre_d_adresses_complementaires","long","lat","date_du_reglement_de_copropriete","residence_service","syndicat_cooperatif","syndicat_principal_ou_syndicat_secondaire","si_secondaire_n_d_immatriculation_du_principal","nombre_d_asl_auxquelles_est_rattache_le_syndicat_de_coproprieta","nombre_d_aful_auxquelles_est_rattache_le_syndicat_de_copropriet","nombre_d_unions_de_syndicats_auxquelles_est_rattache_le_syndica","nombre_total_de_lots","nombre_total_de_lots_a_usage_d_habitation_de_bureaux_ou_de_comm","nombre_de_lots_a_usage_d_habitation","nombre_de_lots_de_stationnement","periode_de_construction","reference_cadastrale_1","code_insee_commune_1","prefixe_1","section_1","numero_parcelle_1","reference_cadastrale_2","code_insee_commune_2","prefixe_2","section_2","numero_parcelle_2","reference_cadastrale_3","code_insee_commune_3","prefixe_3","section_3","numero_parcelle_3","nombre_de_parcelles_cadastrales","nom_qp_2015","code_qp_2015","nom_qp_2024","code_qp_2024","copro_dans_acv","copro_dans_pvd","code_de_pdp","copro_dans_pdp","copro_aidee","code_officiel_commune","nom_officiel_commune","code_officiel_arrondissement_commune","nom_officiel_arrondissement_commune","code_officiel_epci","nom_officiel_epci","code_officiel_departement","nom_officiel_departement","code_officiel_region","nom_officiel_region"
"574227",200057875,"93010","AI4856498","2024-01-22","2025-09-06","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2025-06-30","TERRASSES DU CANAL","Chemin latéral, Ilot C10 de la ZAC Les Rives de l'Ourcq, 93140 BONDY","Chemin latéral, Ilot C10 de la ZAC Les Rives de l'Ourcq,",93140,"BONDY","non connu","non connu","non connu",0,2.477443941,48.908024285,"2021-11-15","non","non","oui","non connu",0,0,0,240,134,123,106,"A_COMPTER_DE_2011","930100000H0419","93010","000","0H","0419","930100000H0417","93010","000","0H","0417","930100000H0414","93010","000","0H","0414",7,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"574694",200057875,"93010","AI4946257","2024-01-29","2025-09-06","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2025-06-30","Vue Canal","32 Route d'Aulnay 93140 Bondy","32 Route d'Aulnay",93140,"Bondy","24 Route d'Aulnay 93140 Bondy","non connu","non connu",1,2.480262,48.90814,"2021-01-20","non","non","oui","non connu",0,0,0,278,131,126,99,"A_COMPTER_DE_2011","930100000G0172","93010","000","0G","0172","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"574706",200057875,"93010","AI4948154","2024-01-29","2025-09-06","professionnel","CABINET CHARLES BAUMANN 35308281100046","CABINET CHARLES BAUMANN ","35308281100046","6832A","MONTREUIL","Mandat en cours","2028-05-21","Vue Canal","32 Route d'Aulnay 93140 Bondy","32 Route d'Aulnay",93140,"Bondy","24 Route d'Aulnay 93140 Bondy","non connu","non connu",1,2.480262,48.90814,"2021-01-20","non","non","oui","non connu",0,0,0,278,131,126,99,"A_COMPTER_DE_2011","930100000G0172","93010","000","0G","0172","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"575982",200057875,"93010","AI5223425","2024-02-19","2025-08-24","professionnel","FONCIA CHADEFAUX LECOQ 59202763500032","FONCIA CHADEFAUX LECOQ ","59202763500032","6831Z","AUBERVILLIERS","Mandat en cours","2026-06-30","LE MOULIN A VENT","20 Rue Louis Auguste Blanqui 93140 Bondy","20 Rue Louis Auguste Blanqui",93140,"Bondy","non connu","non connu","non connu",0,2.480707,48.89998,"2020-12-18","non","non","oui","non connu",0,0,0,193,97,97,96,"A_COMPTER_DE_2011","93010000AJ0054","93010","000","AJ","0054","93010000AJ0055","93010","000","AJ","0055","93010000AJ0056","93010","000","AJ","0056",10,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"576661",200057875,"93010","AI5392394","2024-02-22","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","30 et 30 Bis rue Bordier 93140 BONDY","30 Rue Bordier 93140 Bondy","30 Rue Bordier",93140,"Bondy","non connu","non connu","non connu",0,2.482563,48.897336,"1972-02-22","non","non connu","oui","non connu",0,0,0,2,2,2,0,"AVANT_1949","93010000AK0043","93010","000","AK","0043","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"580668",200057875,"93010","AI6210371","2024-04-15","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","SDC 3 IMP DE LA JARDINIERE 93140 BONDY","3 Impasse de la Jardinière 93140 Bondy","3 Impasse de la Jardinière",93140,"Bondy","non connu","non connu","non connu",0,2.489671,48.911,"1990-02-03","non","non connu","oui","non connu",0,0,0,2,2,2,0,"DE_1975_A_1993","","93010","000","E","121","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QN09314M","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"582895",200057875,"93010","AI6630396","2024-05-21","2025-08-24","professionnel","FONCIA CHADEFAUX LECOQ 59202763500032","FONCIA CHADEFAUX LECOQ ","59202763500032","6831Z","AUBERVILLIERS","Mandat en cours","","SDC 4-6 rue François Villon BONDY","4 Rue François Villon 93140 Bondy","4 Rue François Villon",93140,"Bondy","6 Rue François Villon 93140 Bondy","non connu","non connu",1,2.487386,48.913058,"2024-05-16","non","non","oui","non connu",0,0,0,62,20,20,22,"DE_1961_A_1974","930100000D0221","93010","000","0D","0221","930100000D0218","93010","000","0D","0218","930100000C0195","93010","000","0C","0195",3,"","","Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QN09314M","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"582899",200057875,"93010","AI6630701","2024-05-21","2025-08-24","professionnel","FONCIA CHADEFAUX LECOQ 59202763500032","FONCIA CHADEFAUX LECOQ ","59202763500032","6831Z","AUBERVILLIERS","Mandat en cours","","SDC 33-35 rue François Villon à BONDY","33 Rue François Villon 93140 Bondy","33 Rue François Villon",93140,"Bondy","35 Rue François Villon 93140 Bondy","non connu","non connu",1,2.490888,48.913177,"2024-05-16","non","non","oui","non connu",0,0,0,40,20,20,0,"DE_1961_A_1974","930100000D0213","93010","000","0D","0213","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud","QN09314M","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"583298",200057875,"93010","AI6697627","2024-05-27","2025-08-24","professionnel","FONCIA CHADEFAUX LECOQ 59202763500032","FONCIA CHADEFAUX LECOQ ","59202763500032","6831Z","AUBERVILLIERS","Mandat en cours","2026-12-31","CARRE DES RIVES","11 Chemin Latéral 93140 Bondy","11 Chemin Latéral",93140,"Bondy","non connu","non connu","non connu",0,2.478192,48.908308,"2021-12-21","non","non","oui","non connu",0,0,0,125,67,67,57,"A_COMPTER_DE_2011","930100000H0429","93010","000","0H","0429","930100000H0426","93010","000","0H","0426","930100000H0397","93010","000","0H","0397",5,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"584181",200057875,"93010","AI6856694","2024-06-04","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","2 AVENUE DES SCIENCES","2 Avenue des Sciences 93140 Bondy","2 Avenue des Sciences",93140,"Bondy","non connu","non connu","non connu",0,2.497384,48.892784,"1985-02-15","non","non connu","oui","non connu",0,0,0,9,4,2,0,"AVANT_1949","93010000AQ0142","93010","000","AQ","0142","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"585384",200057875,"93010","AI7086697","2024-06-19","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","SDC 66 68 avenue de Belfort","66 Avenue de Belfort 93140 Bondy","66 Avenue de Belfort",93140,"Bondy","non connu","non connu","non connu",0,2.482869,48.890484,"1974-03-14","non","non connu","oui","non connu",0,0,0,14,4,4,0,"DE_1949_A_1960","","93010","000","AX","196","93010000AX0200","93010","000","AX","0200","93010000AX0199","93010","000","AX","0199",6,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"586107",200057875,"93010","AI7223480","2024-06-27","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","sdc 14 Villa Carnot 93140 BONDY","14 Villa Carnot 93140 Bondy","14 Villa Carnot",93140,"Bondy","non connu","non connu","non connu",0,2.481833,48.897506,"1965-04-30","non","non connu","oui","non connu",0,0,0,10,4,4,0,"AVANT_1949","93010000AK0021","93010","000","AK","0021","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"589229",200057875,"93010","AI7894959","2024-08-07","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","SDC AVENUE DES SCIENCES","1bis Avenue des Sciences 93140 Bondy","1bis Avenue des Sciences",93140,"Bondy","non connu","non connu","non connu",0,2.497189,48.892457,"1998-10-14","non","non","oui","non connu",0,0,0,2,2,2,0,"DE_1994_A_2000","93010000AQ0263","93010","000","AQ","0263","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"593013",200057875,"93010","AI8649758","2024-10-08","2025-08-24","bénévole","Identité non partagée en Open Data","Identité non partagée en Open Data","non connu","non connu","BONDY","Mandat en cours","2027-02-11","SDC 55 ROUTE DE VILLEMOMBLE A BONDY","55 Route de Villemomble 93140 Bondy","55 Route de Villemomble",93140,"Bondy","Rue de la Butte 93140 Bondy","non connu","non connu",1,2.492997,48.890022,"1955-11-04","non","non","oui","non connu",0,0,0,14,14,14,0,"AVANT_1949","93010000AZ0130","93010","000","AZ","0130","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"593693",200057875,"93010","AI8787699","2024-10-14","2025-11-22","professionnel","NCA 69200672900044","NCA ","69200672900044","6820B","PARIS 9","Mandat en cours","2027-10-26","RESIDENCE GABRIELLE SYNDICAT SECONDAIRE A","168 Rue Edouard Vaillant 93140 Bondy","168 Rue Edouard Vaillant",93140,"Bondy","9 Allee Gabrielle 93140 Bondy","3 Allee Gabrielle 93140 Bondy","non connu",2,2.492435,48.894472,"2024-04-08","non","non","non","AB2670479",0,0,0,109,49,49,60,"DE_1975_A_1993","93010000AQ0254","93010","000","AQ","0254","93010000AR0041","93010","000","AR","0041","93010000AQ0256","93010","000","AQ","0256",3,"Blanqui","QP093012","Blanqui","QN09312I","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"602015",200057875,"93010","AJ0383984","2025-01-28","2025-09-06","professionnel","CABINET CHARLES BAUMANN 35308281100046","CABINET CHARLES BAUMANN ","35308281100046","6832A","MONTREUIL","Mandat en cours","2026-07-07","ACQUARELLO A1","Rue Nadia Murad 93140 Bondy","Rue Nadia Murad",93140,"Bondy","Rue Benoîte Groult 93140 Bondy","non connu","non connu",1,2.478181,48.907708,"2022-02-04","non","non connu","oui","non connu",0,0,0,191,67,65,124,"A_COMPTER_DE_2011","930100000H0411","93010","000","0H","0411","930100000H0415","93010","000","0H","0415","930100000H0420","93010","000","0H","0420",4,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"602018",200057875,"93010","AJ0384487","2025-01-28","2025-09-06","professionnel","CABINET CHARLES BAUMANN 35308281100046","CABINET CHARLES BAUMANN ","35308281100046","6832A","MONTREUIL","Mandat en cours","2026-07-10","ACQUARELLO A2","Rue Benoîte Groult 93140 Bondy","Rue Benoîte Groult",93140,"Bondy","non connu","non connu","non connu",0,2.476981,48.907204,"2022-03-03","non","non connu","oui","non connu",0,0,0,31,31,30,0,"A_COMPTER_DE_2011","930100000H0423","93010","000","0H","0423","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"602023",200057875,"93010","AJ0385138","2025-01-28","2025-12-06","professionnel","CABINET CHARLES BAUMANN 35308281100046","CABINET CHARLES BAUMANN ","35308281100046","6832A","MONTREUIL","Mandat en cours","2026-07-10","ACQUARELLO A3","Rue Benoîte Groult 93140 Bondy","Rue Benoîte Groult",93140,"Bondy","Rue Simone Veil 93140 Bondy","non connu","non connu",1,2.476981,48.907204,"2022-02-04","non","non","oui","non connu",0,0,0,30,30,29,0,"A_COMPTER_DE_2011","930100000H0424","93010","000","0H","0424","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"605256",200057875,"93010","AJ1067735","2025-03-11","2025-10-04","professionnel","CPI GESTION 91918036400052","CPI GESTION ","91918036400052","6832A","PARIS","Mandat en cours","2026-09-30","4-6 RUE ROGER SALENGRO","6 Rue Roger Salengro 93140 Bondy","6 Rue Roger Salengro",93140,"Bondy","non connu","non connu","non connu",0,2.479747,48.902909,"2025-02-18","non","oui","oui","non connu",0,0,0,7,5,3,2,"DE_1961_A_1974","93010000AE0099","93010","000","AE","0099","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"606057",200057875,"93010","AJ1231745","2025-03-19","2025-08-24","professionnel","AGENCE JOFFARD SARL 99865061800015","AGENCE JOFFARD SARL ","99865061800015","6831Z","NOGENT-SUR-MARNE","Mandat en cours","","Les jardins de Beauvoir","103-113 Rue Edouard Vaillant, 93140 Bondy","103-113 Rue Edouard Vaillant,",93140,"Bondy","non connu","non connu","non connu",0,2.48620952624606,48.8954360536426,"2023-02-22","non","non","oui","non connu",0,0,0,120,56,56,55,"A_COMPTER_DE_2011","93010000AM0020","93010","000","AM","0020","93010000AM0034","93010","000","AM","0034","93010000AM0035","93010","000","AM","0035",8,"Blanqui","QP093012","Blanqui","QN09312I","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"610655",200057875,"93010","AJ2236024","2025-06-23","2025-08-24","bénévole","Identité non partagée en Open Data","Identité non partagée en Open Data","non connu","non connu","BONDY","Mandat en cours","2026-06-20","JRMEDDOC","115 Rue Edouard Vaillant 93140 Bondy","115 Rue Edouard Vaillant",93140,"Bondy","non connu","non connu","non connu",0,2.487219,48.89552,"2001-01-19","non","oui","oui","non connu",0,0,0,19,6,6,7,"DE_1994_A_2000","93010000AM0037","93010","000","AM","0037","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"Blanqui","QP093012","Blanqui","QN09312I","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"611908",200057875,"93010","AJ2484681","2025-06-12","2025-10-25","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2028-04-02","SDC LE CHENE ROND BAT A","181 Rue Edouard Vaillant 93140 Bondy","181 Rue Edouard Vaillant",93140,"Bondy","PARKINGS 93140 BONDY","non connu","non connu",1,2.49174,48.89469,"2021-10-27","non","non","oui","",0,0,0,37,19,19,18,"A_COMPTER_DE_2011","93010000AN0245","93010","000","AN","0245","93010000AN0246","93010","000","AN","0246","93010000AN0250","93010","000","AN","0250",0,"Blanqui","QP093012","Blanqui","QN09312I","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"612362",200057875,"93010","AJ2570141","2025-06-18","2025-08-24","professionnel","M.V.B. PATRIMOINE IMMOBILIER 89753874000019","M.V.B. PATRIMOINE IMMOBILIER ","89753874000019","6832A","LIVRY-GARGAN","Mandat en cours","2026-06-30","SDC Secondaire BAT B Gabrielle","164 Rue Edouard Vaillant 93140 Bondy","164 Rue Edouard Vaillant",93140,"Bondy","non connu","non connu","non connu",0,2.491989,48.894534,"1992-12-03","non","non","non","AB2670479",0,0,0,126,50,50,76,"DE_1975_A_1993","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"Blanqui","QP093012","Blanqui","QN09312I","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"612375",200057875,"93010","AJ2573038","2025-06-18","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","","SDC RUE DE BEAUREGARD","9 Rue Beauregard 93140 Bondy","9 Rue Beauregard",93140,"Bondy","non connu","non connu","non connu",0,2.477151,48.89948,"1973-07-09","non","non connu","oui","non connu",0,0,0,2,2,2,0,"AVANT_1949","93010000AH0164","93010","000","AH","0164","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"619005",200057875,"93010","AJ3967395","2025-10-13","2025-10-10","bénévole","Identité non partagée en Open Data","Identité non partagée en Open Data","non connu","non connu","LE RAINCY","Mandat en cours","2026-03-17","21 rue Louis Auguste Blanquis","21 Rue Louis Auguste Blanqui 93140 Bondy","21 Rue Louis Auguste Blanqui",93140,"Bondy","non connu","non connu","non connu",0,2.480771,48.900048,"1982-03-25","non","non","oui","non connu",0,0,0,12,12,12,0,"DE_1975_A_1993","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
